"ID","Sales"
6564,145
6565,156
6566,157
6567,123
6568,115
6569,129
6570,124
6571,118
6572,118
6573,118
6574,118
6575,122
6576,139
6577,139
6578,144
6579,144
6580,143
6581,119
6582,117
6583,130
6584,118
6585,118
6586,118
6587,119
6588,119
6589,125
6590,142
6591,142
6592,145
6593,159
6594,159
7477,168
7478,165
7479,158
7480,158
7481,111
7482,111
7483,115
7484,113
7485,109
7486,109
7487,109
7488,109
7489,114
7490,143
7491,138
7492,138
7493,138
7494,141
7495,104
7496,102
7497,105
7498,105
7499,105
7500,105
7501,105
7502,105
7503,112
7504,141
7505,141
7506,144
7507,154
7508,153
7509,113
7510,106
7511,120
7512,114
7513,109
7514,110
7515,110
7516,111
7517,114
7518,141
7519,140
7520,145
7521,144
7522,144
7523,109
7524,107
7525,119
7526,106
7527,106
7528,106
7529,106
7530,106
7531,113
7532,143
7533,143
7534,146
7535,160
7536,160
8235,132
8236,129
8237,98
8238,123
8239,76
8240,76
8241,79
8242,75
8243,72
8244,68
8245,69
8246,68
8247,71
8248,104
8249,101
8250,101
8251,100
8252,101
8253,64
8254,63
8255,64
8256,64
8257,65
8258,65
8259,65
8260,65
8261,69
8262,103
8263,103
8264,105
8265,114
8266,114
8267,69
8268,64
8269,72
8270,68
8271,65
8272,66
8273,66
8274,66
8275,68
8276,101
8277,102
8278,106
8279,106
8280,107
8281,68
8282,67
8283,75
8284,68
8285,67
8286,67
8287,67
8288,67
8289,70
8290,106
8291,106
8292,107
8293,118
8294,118
9177,140
9178,137
9179,79
9180,130
9181,85
9182,85
9183,89
9184,85
9185,77
9186,75
9187,75
9188,74
9189,78
9190,112
9191,108
9192,108
9193,107
9194,109
9195,72
9196,70
9197,72
9198,72
9199,72
9200,72
9201,73
9202,73
9203,77
9204,108
9205,108
9206,110
9207,118
9208,118
9209,78
9210,72
9211,81
9212,78
9213,74
9214,72
9215,71
9216,70
9217,73
9218,109
9219,107
9220,110
9221,109
9222,107
9223,77
9224,76
9225,83
9226,74
9227,74
9228,74
9229,75
9230,74
9231,78
9232,115
9233,115
9234,117
9235,127
9236,127
10119,147
10120,143
10121,137
10122,137
10123,99
10124,99
10125,104
10126,99
10127,95
10128,94
10129,97
10130,95
10131,98
10132,120
10133,116
10134,116
10135,116
10136,118
10137,90
10138,88
10139,91
10140,91
10141,91
10142,92
10143,92
10144,92
10145,98
10146,123
10147,123
10148,125
10149,135
10150,135
10151,98
10152,92
10153,103
10154,98
10155,93
10156,93
10157,93
10158,93
10159,95
10160,121
10161,121
10162,126
10163,126
10164,126
10165,94
10166,92
10167,102
10168,92
10169,92
10170,93
10171,93
10172,93
10173,99
10174,124
10175,124
10176,125
10177,137
10178,136
11061,143
11062,140
11063,133
11064,133
11065,91
11066,91
11067,95
11068,90
11069,88
11070,87
11071,87
11072,87
11073,88
11074,115
11075,111
11076,111
11077,112
11078,113
11079,82
11080,80
11081,82
11082,82
11083,82
11084,81
11085,81
11086,82
11087,88
11088,119
11089,120
11090,123
11091,132
11092,132
11093,92
11094,86
11095,97
11096,93
11097,88
11098,88
11099,88
11100,88
11101,91
11102,119
11103,119
11104,124
11105,124
11106,123
11107,88
11108,87
11109,97
11110,88
11111,88
11112,88
11113,88
11114,88
11115,93
11116,124
11117,125
11118,127
11119,139
11120,140
12003,144
12004,141
12005,100
12006,135
12007,87
12008,86
12009,90
12010,86
12011,83
12012,83
12013,83
12014,82
12015,86
12016,121
12017,117
12018,117
12019,117
12020,119
12021,81
12022,78
12023,81
12024,81
12025,81
12026,81
12027,81
12028,81
12029,86
12030,119
12031,119
12032,121
12033,131
12034,131
12035,87
12036,81
12037,92
12038,88
12039,83
12040,83
12041,83
12042,83
12043,86
12044,117
12045,117
12046,122
12047,122
12048,122
12049,84
12050,83
12051,92
12052,83
12053,83
12054,84
12055,84
12056,85
12057,91
12058,126
12059,126
12060,127
12061,138
12062,137
12761,115
12762,111
12763,71
12764,106
12765,72
12766,71
12767,74
12768,70
12769,68
12770,67
12771,67
12772,67
12773,70
12774,98
12775,92
12776,94
12777,94
12778,95
12779,63
12780,61
12781,63
12782,63
12783,63
12784,63
12785,63
12786,63
12787,67
12788,94
12789,94
12790,95
12791,103
12792,103
12793,68
12794,63
12795,71
12796,68
12797,65
12798,65
12799,65
12800,65
12801,66
12802,91
12803,91
12804,94
12805,94
12806,94
12807,65
12808,63
12809,71
12810,63
12811,63
12812,64
12813,63
12814,63
12815,66
12816,93
12817,93
12818,94
12819,103
12820,103
13703,203
13704,197
13705,141
13706,189
13707,132
13708,132
13709,139
13710,133
13711,129
13712,129
13713,128
13714,128
13715,133
13716,171
13717,165
13718,166
13719,167
13720,170
13721,123
13722,120
13723,124
13724,124
13725,124
13726,124
13727,124
13728,124
13729,132
13730,170
13731,170
13732,173
13733,187
13734,187
13735,134
13736,125
13737,140
13738,134
13739,127
13740,127
13741,127
13742,127
13743,131
13744,168
13745,168
13746,174
13747,174
13748,174
13749,128
13750,125
13751,140
13752,125
13753,125
13754,125
13755,125
13756,125
13757,133
13758,172
13759,172
13760,175
13761,192
13762,192
14645,219
14646,218
14647,124
14648,208
14649,131
14650,131
14651,137
14652,132
14653,129
14654,129
14655,128
14656,128
14657,134
14658,193
14659,185
14660,185
14661,186
14662,190
14663,123
14664,120
14665,124
14666,124
14667,124
14668,124
14669,124
14670,124
14671,132
14672,190
14673,191
14674,195
14675,211
14676,211
14677,134
14678,124
14679,140
14680,133
14681,127
14682,127
14683,127
14684,127
14685,131
14686,187
14687,187
14688,195
14689,195
14690,195
14691,127
14692,125
14693,139
14694,125
14695,125
14696,125
14697,125
14698,125
14699,132
14700,193
14701,194
14702,197
14703,214
14704,214
15587,139
15588,130
15589,75
15590,124
15591,84
15592,84
15593,88
15594,84
15595,82
15596,82
15597,82
15598,82
15599,85
15600,113
15601,110
15602,109
15603,108
15604,110
15605,79
15606,77
15607,78
15608,78
15609,78
15610,78
15611,78
15612,79
15613,84
15614,112
15615,112
15616,114
15617,123
15618,122
15619,84
15620,78
15621,88
15622,84
15623,80
15624,80
15625,80
15626,80
15627,83
15628,109
15629,109
15630,113
15631,113
15632,113
15633,81
15634,80
15635,88
15636,80
15637,80
15638,79
15639,79
15640,79
15641,84
15642,112
15643,112
15644,114
15645,123
15646,123
16529,140
16530,134
16531,128
16532,128
16533,89
16534,89
16535,93
16536,89
16537,86
16538,86
16539,86
16540,86
16541,90
16542,114
16543,109
16544,109
16545,107
16546,110
16547,79
16548,80
16549,83
16550,83
16551,83
16552,83
16553,83
16554,83
16555,88
16556,108
16557,108
16558,110
16559,119
16560,119
16561,89
16562,83
16563,93
16564,89
16565,84
16566,84
16567,84
16568,85
16569,88
16570,107
16571,107
16572,111
16573,112
16574,112
16575,85
16576,84
16577,94
16578,85
16579,85
16580,85
16581,85
16582,85
16583,90
16584,111
16585,111
16586,113
16587,124
16588,124
17471,201
17472,186
17473,178
17474,177
17475,122
17476,122
17477,127
17478,122
17479,121
17480,121
17481,120
17482,119
17483,125
17484,160
17485,153
17486,152
17487,151
17488,153
17489,113
17490,110
17491,114
17492,114
17493,114
17494,114
17495,114
17496,114
17497,122
17498,155
17499,156
17500,159
17501,173
17502,173
17503,123
17504,114
17505,129
17506,122
17507,116
17508,116
17509,116
17510,116
17511,120
17512,153
17513,153
17514,160
17515,160
17516,160
17517,117
17518,115
17519,129
17520,116
17521,116
17522,116
17523,116
17524,116
17525,122
17526,158
17527,158
17528,160
17529,174
17530,174
18413,196
18414,198
18415,142
18416,190
18417,127
18418,127
18419,133
18420,127
18421,124
18422,124
18423,124
18424,124
18425,129
18426,173
18427,167
18428,167
18429,167
18430,168
18431,118
18432,114
18433,118
18434,119
18435,120
18436,120
18437,120
18438,120
18439,127
18440,164
18441,164
18442,168
18443,181
18444,181
18445,130
18446,121
18447,136
18448,130
18449,123
18450,123
18451,123
18452,124
18453,127
18454,163
18455,163
18456,170
18457,170
18458,170
18459,125
18460,123
18461,137
18462,123
18463,123
18464,123
18465,123
18466,123
18467,130
18468,169
18469,169
18470,172
18471,189
18472,189
19355,165
19356,156
19357,149
19358,149
19359,103
19360,103
19361,108
19362,104
19363,101
19364,101
19365,101
19366,100
19367,104
19368,135
19369,130
19370,130
19371,129
19372,131
19373,94
19374,92
19375,95
19376,95
19377,94
19378,95
19379,95
19380,95
19381,101
19382,132
19383,132
19384,135
19385,147
19386,147
19387,103
19388,95
19389,107
19390,102
19391,97
19392,97
19393,97
19394,97
19395,100
19396,130
19397,130
19398,135
19399,135
19400,135
19401,98
19402,96
19403,107
19404,96
19405,96
19406,96
19407,96
19408,96
19409,102
19410,134
19411,134
19412,136
19413,150
19414,150
20297,124
20298,113
20299,66
20300,108
20301,67
20302,67
20303,71
20304,68
20305,66
20306,65
20307,65
20308,65
20309,68
20310,98
20311,95
20312,94
20313,94
20314,96
20315,62
20316,60
20317,62
20318,62
20319,61
20320,61
20321,61
20322,62
20323,66
20324,96
20325,96
20326,98
20327,106
20328,106
20329,67
20330,61
20331,70
20332,67
20333,63
20334,63
20335,63
20336,63
20337,65
20338,94
20339,94
20340,98
20341,98
20342,98
20343,64
20344,63
20345,70
20346,63
20347,63
20348,63
20349,63
20350,63
20351,67
20352,97
20353,97
20354,99
20355,109
20356,109
21239,129
21240,115
21241,67
21242,109
21243,72
21244,72
21245,75
21246,72
21247,71
21248,71
21249,71
21250,71
21251,74
21252,100
21253,96
21254,97
21255,97
21256,98
21257,67
21258,65
21259,67
21260,67
21261,67
21262,67
21263,67
21264,67
21265,72
21266,99
21267,99
21268,102
21269,110
21270,110
21271,73
21272,67
21273,76
21274,72
21275,69
21276,69
21277,69
21278,69
21279,71
21280,96
21281,96
21282,100
21283,100
21284,100
21285,70
21286,69
21287,77
21288,69
21289,69
21290,69
21291,69
21292,69
21293,73
21294,98
21295,98
21296,100
21297,110
21298,110
22181,174
22182,160
22183,110
22184,153
22185,101
22186,101
22187,105
22188,101
22189,98
22190,98
22191,98
22192,98
22193,102
22194,140
22195,135
22196,134
22197,134
22198,135
22199,91
22200,89
22201,91
22202,91
22203,91
22204,91
22205,91
22206,91
22207,97
22208,134
22209,134
22210,137
22211,148
22212,148
22213,98
22214,91
22215,103
22216,98
22217,93
22218,94
22219,94
22220,94
22221,97
22222,132
22223,132
22224,137
22225,137
22226,137
22227,95
22228,94
22229,104
22230,94
22231,94
22232,94
22233,94
22234,94
22235,99
22236,136
22237,136
22238,138
22239,151
22240,151
23123,130
23124,123
23125,117
23126,117
23127,76
23128,76
23129,80
23130,76
23131,76
23132,76
23133,76
23134,76
23135,79
23136,109
23137,105
23138,105
23139,105
23140,107
23141,74
23142,71
23143,74
23144,74
23145,74
23146,74
23147,74
23148,74
23149,78
23150,105
23151,105
23152,108
23153,116
23154,116
23155,79
23156,73
23157,83
23158,79
23159,75
23160,74
23161,74
23162,74
23163,77
23164,103
23165,103
23166,108
23167,108
23168,108
23169,75
23170,73
23171,82
23172,73
23173,73
23174,73
23175,73
23176,73
23177,78
23178,108
23179,108
23180,109
23181,117
23182,117
24065,115
24066,92
24067,88
24068,88
24069,60
24070,60
24071,63
24072,60
24073,60
24074,60
24075,60
24076,60
24077,63
24078,81
24079,78
24080,79
24081,79
24082,80
24083,61
24084,60
24085,61
24086,61
24087,61
24088,62
24089,62
24090,62
24091,65
24092,82
24093,82
24094,84
24095,91
24096,91
24097,65
24098,61
24099,68
24100,65
24101,61
24102,61
24103,61
24104,61
24105,63
24106,79
24107,79
24108,82
24109,82
24110,82
24111,60
24112,59
24113,66
24114,59
24115,58
24116,58
24117,58
24118,58
24119,61
24120,81
24121,81
24122,82
24123,88
24124,88
25007,151
25008,148
25009,113
25010,142
25011,103
25012,102
25013,107
25014,102
25015,99
25016,99
25017,99
25018,98
25019,103
25020,126
25021,121
25022,120
25023,119
25024,121
25025,94
25026,91
25027,94
25028,94
25029,94
25030,94
25031,94
25032,94
25033,100
25034,121
25035,121
25036,124
25037,134
25038,134
25039,102
25040,96
25041,108
25042,103
25043,98
25044,98
25045,98
25046,98
25047,101
25048,120
25049,120
25050,125
25051,125
25052,126
25053,99
25054,98
25055,108
25056,97
25057,98
25058,98
25059,98
25060,98
25061,103
25062,125
25063,125
25064,128
25065,141
25066,141
25949,121
25950,98
25951,70
25952,93
25953,60
25954,60
25955,63
25956,60
25957,58
25958,58
25959,58
25960,58
25961,60
25962,84
25963,81
25964,80
25965,80
25966,81
25967,55
25968,53
25969,55
25970,55
25971,55
25972,55
25973,55
25974,55
25975,59
25976,81
25977,81
25978,83
25979,90
25980,90
25981,60
25982,56
25983,63
25984,60
25985,57
25986,57
25987,57
25988,57
25989,59
25990,79
25991,79
25992,83
25993,83
25994,83
25995,58
25996,57
25997,63
25998,57
25999,57
26000,57
26001,57
26002,57
26003,60
26004,82
26005,82
26006,83
26007,92
26008,92
26707,173
26708,153
26709,108
26710,146
26711,108
26712,108
26713,113
26714,108
26715,105
26716,105
26717,105
26718,104
26719,109
26720,133
26721,128
26722,128
26723,127
26724,129
26725,99
26726,96
26727,99
26728,99
26729,98
26730,98
26731,99
26732,99
26733,105
26734,128
26735,128
26736,132
26737,143
26738,143
26739,108
26740,101
26741,113
26742,108
26743,103
26744,103
26745,103
26746,103
26747,106
26748,129
26749,129
26750,134
26751,134
26752,134
26753,105
26754,103
26755,114
26756,103
26757,103
26758,103
26759,103
26760,103
26761,109
26762,133
26763,133
26764,135
26765,148
26766,148
27649,130
27650,121
27651,116
27652,116
27653,75
27654,75
27655,79
27656,76
27657,74
27658,74
27659,74
27660,74
27661,77
27662,104
27663,100
27664,100
27665,100
27666,101
27667,72
27668,71
27669,73
27670,73
27671,74
27672,74
27673,74
27674,74
27675,79
27676,101
27677,101
27678,104
27679,112
27680,112
27681,82
27682,77
27683,86
27684,82
27685,79
27686,79
27687,79
27688,79
27689,81
27690,101
27691,101
27692,105
27693,105
27694,105
27695,79
27696,77
27697,85
27698,77
27699,77
27700,77
27701,77
27702,77
27703,81
27704,104
27705,104
27706,107
27707,117
27708,117
28591,124
28592,109
28593,67
28594,104
28595,66
28596,66
28597,69
28598,66
28599,65
28600,65
28601,65
28602,66
28603,69
28604,95
28605,92
28606,91
28607,91
28608,92
28609,64
28610,62
28611,64
28612,65
28613,65
28614,65
28615,65
28616,65
28617,69
28618,91
28619,91
28620,93
28621,101
28622,101
28623,70
28624,64
28625,72
28626,68
28627,65
28628,65
28629,65
28630,65
28631,67
28632,88
28633,88
28634,92
28635,92
28636,92
28637,64
28638,63
28639,70
28640,63
28641,63
28642,63
28643,63
28644,63
28645,67
28646,92
28647,92
28648,94
28649,101
28650,101
29533,156
29534,143
29535,106
29536,137
29537,99
29538,99
29539,104
29540,99
29541,97
29542,97
29543,97
29544,97
29545,101
29546,124
29547,120
29548,120
29549,120
29550,122
29551,94
29552,92
29553,95
29554,95
29555,95
29556,95
29557,95
29558,95
29559,101
29560,123
29561,123
29562,126
29563,136
29564,136
29565,103
29566,97
29567,109
29568,104
29569,99
29570,99
29571,99
29572,99
29573,102
29574,122
29575,122
29576,127
29577,127
29578,128
29579,100
29580,98
29581,109
29582,98
29583,98
29584,98
29585,98
29586,98
29587,104
29588,127
29589,127
29590,129
29591,142
29592,142
30291,139
30292,131
30293,89
30294,125
30295,87
30296,87
30297,91
30298,87
30299,85
30300,85
30301,85
30302,85
30303,89
30304,114
30305,109
30306,109
30307,109
30308,111
30309,82
30310,80
30311,82
30312,82
30313,82
30314,82
30315,82
30316,83
30317,88
30318,112
30319,112
30320,114
30321,124
30322,124
30323,89
30324,83
30325,94
30326,90
30327,85
30328,86
30329,86
30330,86
30331,88
30332,111
30333,111
30334,115
30335,115
30336,115
30337,86
30338,84
30339,94
30340,85
30341,85
30342,85
30343,85
30344,85
30345,90
30346,115
30347,115
30348,117
30349,129
30350,129
31233,143
31234,128
31235,122
31236,122
31237,80
31238,80
31239,83
31240,80
31241,78
31242,78
31243,78
31244,78
31245,81
31246,111
31247,107
31248,107
31249,107
31250,109
31251,75
31252,73
31253,75
31254,75
31255,75
31256,75
31257,75
31258,75
31259,80
31260,109
31261,109
31262,111
31263,120
31264,120
31265,81
31266,75
31267,84
31268,81
31269,77
31270,76
31271,76
31272,76
31273,79
31274,108
31275,109
31276,113
31277,113
31278,113
31279,76
31280,75
31281,83
31282,75
31283,75
31284,75
31285,75
31286,75
31287,80
31288,113
31289,113
31290,115
31291,126
31292,126
32175,162
32176,149
32177,91
32178,142
32179,86
32180,86
32181,90
32182,87
32183,86
32184,86
32185,86
32186,86
32187,90
32188,129
32189,124
32190,124
32191,124
32192,126
32193,83
32194,81
32195,84
32196,84
32197,84
32198,84
32199,84
32200,84
32201,90
32202,128
32203,128
32204,130
32205,141
32206,141
32207,91
32208,85
32209,95
32210,90
32211,86
32212,86
32213,85
32214,85
32215,88
32216,126
32217,126
32218,130
32219,130
32220,130
32221,86
32222,84
32223,94
32224,84
32225,84
32226,84
32227,84
32228,84
32229,89
32230,129
32231,129
32232,131
32233,141
32234,140
33117,171
33118,150
33119,144
33120,143
33121,99
33122,99
33123,103
33124,99
33125,97
33126,97
33127,97
33128,97
33129,101
33130,127
33131,122
33132,122
33133,122
33134,124
33135,93
33136,90
33137,93
33138,93
33139,93
33140,93
33141,93
33142,94
33143,99
33144,124
33145,124
33146,127
33147,137
33148,137
33149,102
33150,95
33151,107
33152,102
33153,97
33154,97
33155,98
33156,98
33157,100
33158,124
33159,124
33160,129
33161,129
33162,129
33163,98
33164,96
33165,107
33166,96
33167,96
33168,96
33169,97
33170,97
33171,102
33172,128
33173,128
33174,130
33175,143
33176,143
34059,236
34060,239
34061,138
34062,227
34063,143
34064,143
34065,150
34066,144
34067,140
34068,140
34069,140
34070,140
34071,146
34072,199
34073,191
34074,191
34075,191
34076,194
34077,134
34078,131
34079,135
34080,135
34081,135
34082,135
34083,134
34084,135
34085,143
34086,193
34087,193
34088,198
34089,215
34090,215
34091,145
34092,135
34093,153
34094,146
34095,139
34096,139
34097,139
34098,140
34099,144
34100,192
34101,192
34102,200
34103,200
34104,200
34105,141
34106,139
34107,155
34108,139
34109,139
34110,139
34111,139
34112,139
34113,147
34114,199
34115,199
34116,203
34117,225
34118,225
35001,163
35002,155
35003,148
35004,148
35005,112
35006,112
35007,118
35008,113
35009,110
35010,110
35011,110
35012,110
35013,115
35014,131
35015,126
35016,126
35017,126
35018,128
35019,106
35020,103
35021,107
35022,107
35023,107
35024,107
35025,107
35026,108
35027,115
35028,128
35029,129
35030,131
35031,143
35032,143
35033,117
35034,109
35035,123
35036,118
35037,112
35038,112
35039,112
35040,112
35041,116
35042,129
35043,129
35044,134
35045,134
35046,134
35047,114
35048,112
35049,125
35050,112
35051,112
35052,112
35053,112
35054,112
35055,118
35056,134
35057,134
35058,136
35059,149
35060,149
35943,197
35944,191
35945,134
35946,183
35947,130
35948,130
35949,136
35950,130
35951,127
35952,127
35953,127
35954,127
35955,132
35956,161
35957,156
35958,156
35959,156
35960,158
35961,122
35962,119
35963,123
35964,123
35965,123
35966,123
35967,123
35968,123
35969,131
35970,159
35971,159
35972,163
35973,175
35974,175
35975,133
35976,125
35977,140
35978,134
35979,128
35980,128
35981,128
35982,128
35983,132
35984,159
35985,160
35986,167
35987,167
35988,167
35989,131
35990,129
35991,143
35992,129
35993,130
35994,130
35995,130
35996,130
35997,136
35998,165
35999,165
36000,168
36001,184
36002,184
36885,159
36886,143
36887,136
36888,136
36889,96
36890,96
36891,100
36892,96
36893,94
36894,94
36895,93
36896,93
36897,98
36898,121
36899,117
36900,117
36901,117
36902,119
36903,90
36904,88
36905,90
36906,90
36907,90
36908,90
36909,90
36910,90
36911,96
36912,119
36913,119
36914,122
36915,132
36916,132
36917,98
36918,91
36919,103
36920,98
36921,93
36922,93
36923,94
36924,94
36925,97
36926,119
36927,119
36928,125
36929,125
36930,125
36931,96
36932,94
36933,104
36934,94
36935,94
36936,94
36937,94
36938,94
36939,99
36940,124
36941,124
36942,125
36943,138
36944,138
37643,122
37644,111
37645,65
37646,106
37647,63
37648,63
37649,65
37650,63
37651,61
37652,61
37653,61
37654,61
37655,64
37656,93
37657,90
37658,90
37659,90
37660,92
37661,59
37662,57
37663,58
37664,58
37665,58
37666,58
37667,58
37668,59
37669,62
37670,92
37671,92
37672,94
37673,101
37674,101
37675,63
37676,58
37677,66
37678,63
37679,60
37680,60
37681,60
37682,60
37683,62
37684,90
37685,90
37686,94
37687,94
37688,93
37689,61
37690,60
37691,67
37692,60
37693,60
37694,60
37695,60
37696,60
37697,63
37698,93
37699,93
37700,94
37701,103
37702,103
38585,112
38586,102
38587,97
38588,97
38589,64
38590,64
38591,68
38592,65
38593,64
38594,65
38595,65
38596,65
38597,68
38598,88
38599,85
38600,85
38601,85
38602,86
38603,63
38604,61
38605,62
38606,62
38607,62
38608,62
38609,62
38610,63
38611,67
38612,87
38613,87
38614,89
38615,96
38616,96
38617,68
38618,64
38619,72
38620,69
38621,65
38622,65
38623,65
38624,65
38625,68
38626,87
38627,87
38628,90
38629,90
38630,91
38631,67
38632,66
38633,74
38634,66
38635,66
38636,66
38637,66
38638,66
38639,70
38640,90
38641,90
38642,92
38643,98
38644,98
39343,196
39344,191
39345,144
39346,182
39347,125
39348,125
39349,130
39350,125
39351,122
39352,122
39353,122
39354,122
39355,128
39356,161
39357,155
39358,155
39359,155
39360,158
39361,118
39362,116
39363,119
39364,119
39365,119
39366,119
39367,119
39368,119
39369,126
39370,158
39371,158
39372,161
39373,175
39374,175
39375,127
39376,119
39377,134
39378,128
39379,121
39380,121
39381,121
39382,121
39383,125
39384,156
39385,156
39386,162
39387,162
39388,163
39389,123
39390,121
39391,134
39392,121
39393,121
39394,121
39395,121
39396,121
39397,127
39398,161
39399,161
39400,164
39401,180
39402,180
40285,163
40286,156
40287,109
40288,149
40289,109
40290,108
40291,114
40292,109
40293,106
40294,106
40295,106
40296,106
40297,111
40298,132
40299,128
40300,128
40301,128
40302,130
40303,103
40304,100
40305,103
40306,103
40307,103
40308,103
40309,103
40310,103
40311,110
40312,130
40313,130
40314,133
40315,143
40316,143
40317,112
40318,104
40319,117
40320,112
40321,107
40322,107
40323,107
40324,107
40325,110
40326,129
40327,129
40328,134
40329,134
40330,134
40331,108
40332,107
40333,119
40334,106
40335,106
40336,106
40337,106
40338,106
40339,112
40340,134
40341,134
40342,136
40343,148
40344,148
41227,112
41228,93
41229,89
41230,89
41231,56
41232,56
41233,59
41234,57
41235,55
41236,55
41237,55
41238,55
41239,57
41240,79
41241,77
41242,77
41243,77
41244,78
41245,53
41246,52
41247,53
41248,53
41249,53
41250,53
41251,53
41252,54
41253,56
41254,78
41255,78
41256,79
41257,86
41258,86
41259,57
41260,53
41261,59
41262,57
41263,54
41264,54
41265,54
41266,54
41267,55
41268,76
41269,76
41270,79
41271,79
41272,79
41273,54
41274,53
41275,59
41276,53
41277,53
41278,53
41279,53
41280,53
41281,56
41282,77
41283,77
41284,78
41285,85
41286,85
42169,144
42170,132
42171,75
42172,126
42173,75
42174,75
42175,78
42176,75
42177,73
42178,73
42179,73
42180,73
42181,77
42182,112
42183,108
42184,108
42185,108
42186,109
42187,70
42188,69
42189,71
42190,71
42191,71
42192,71
42193,71
42194,71
42195,75
42196,110
42197,110
42198,112
42199,122
42200,122
42201,76
42202,71
42203,80
42204,76
42205,72
42206,72
42207,72
42208,72
42209,74
42210,109
42211,110
42212,114
42213,114
42214,114
42215,72
42216,71
42217,79
42218,71
42219,71
42220,71
42221,71
42222,71
42223,75
42224,112
42225,112
42226,114
42227,126
42228,126
43111,221
43112,221
43113,111
43114,211
43115,125
43116,125
43117,131
43118,126
43119,123
43120,123
43121,123
43122,123
43123,128
43124,187
43125,181
43126,181
43127,181
43128,184
43129,118
43130,115
43131,118
43132,118
43133,118
43134,118
43135,118
43136,118
43137,126
43138,184
43139,184
43140,188
43141,204
43142,204
43143,127
43144,117
43145,132
43146,126
43147,120
43148,120
43149,120
43150,120
43151,124
43152,181
43153,181
43154,188
43155,188
43156,188
43157,122
43158,120
